model,Gsolv,timing
792,-33.104929500000004,0.07
793,-31.674032,0.07
794,-32.6585945,0.07
795,-32.025849,0.07
796,-33.461997499999995,0.06
797,-33.259834,0.07
798,-32.776742,0.07
799,-32.666471,0.08
800,-32.1860045,0.08
801,-33.538137,0.07
802,-31.0045295,0.08
803,-31.9917175,0.06
804,-31.653028000000003,0.06
805,-31.301211000000002,0.07
806,-30.881131,0.07
807,-32.3015265,0.07
808,-32.4275505,0.06
809,-31.789554000000003,0.09
810,-31.1883145,0.07
811,-31.931330999999997,0.08
812,-32.8476305,0.09
813,-31.553258999999997,0.06
814,-32.220136,0.07
815,-31.6504025,0.08
816,-32.0337255,0.08
817,-30.857501499999998,0.07
818,-32.1912555,0.09
819,-31.7606735,0.06
820,-32.3645385,0.07
821,-33.6037745,0.09
822,-32.66122,0.07
823,-30.9809,0.06
824,-33.007786,0.15
825,-33.406862,0.17
826,-31.043912,0.17
827,-32.3277815,0.17
828,-32.729483,0.15
829,-30.713099,0.08
830,-30.455799999999996,0.06
831,-32.3225305,0.07
832,-30.5109355,0.08
833,-32.162375000000004,0.06
834,-32.377666,0.08
835,-32.388168,0.08
836,-31.5926415,0.09
837,-32.887013,0.09
838,-31.813183499999997,0.08
839,-32.2752715,0.06
840,-33.0366665,0.08
841,-32.6901005,0.07
842,-33.866324500000005,0.08
843,-33.619527500000004,0.19
844,-32.067857,0.09
845,-34.441309,0.09
846,-33.811189,0.09
847,-32.267395,0.16
848,-32.8108735,0.08
849,-31.484996,0.14
850,-33.4514955,0.14
851,-31.101673,0.08
852,-32.540447,0.08
853,-32.120367,0.07
854,-33.1521885,0.09
855,-31.779052,0.08
856,-31.6609045,0.16
857,-31.327466,0.13
858,-31.7974305,0.16
859,-32.3330325,0.16
860,-31.29596,0.06
861,-30.9992785,0.24
862,-32.409172000000005,0.24
863,-31.7186655,0.18
864,-31.3458445,0.08
865,-31.45349,0.12
866,-32.2122595,0.08
867,-31.437737000000002,0.1
868,-31.9654625,0.05
869,-30.602828,0.17
870,-31.411482000000003,0.18
